Date,Andrew Burch,Oliver Patton,Luke Heuer,Joe Edwards
04.09.14,1.500,1.400,1.500,1.400
04.16.14,1.250,1.400,1.625,1.500
09.09.15,1.000,1.400,1.538,1.533
09.16.15,1.000,1.400,1.500,1.722
